ID;iata;icao;airportDescription;location;country
78cc348c-6be5-49ed-a00d-0810091c3907;NVT;SBNF;Ministro Victor Konder Intl Airport;Navegantes;Brazil
c54addcc-8926-4dab-939d-3ea78a0f66fc;PLU;SBBH;Pampulha Domestic Airport;Belo Horizonte;Brazil
01879e25-b5f7-435c-ace6-25296f04b843;PMG;SBPP;Ponta Pora Intl Airport;Ponta Pora;Brazil
002e0aac-f1b8-43c4-9eab-b8e60d4850ef;PMW;SBPJ;Palmas Airport;Palmas;Brazil
6b12a3be-231f-4dd2-beda-12448b3857a8;POA;SBPA;Salgado Filho Intl Airport;Porto Alegre;Brazil
5f422d66-ff6d-45b1-94a4-941a021475dc;PVH;SBPV;Governador Jorge Teixeira de Oliveira Intl Airport;Porto Velho;Brazil
6a024a4a-cf25-4f52-be20-aafe1db398a3;RAO;SBRP;Leite Lopes Airport;Ribeirao Preto;Brazil
08f5ee54-68da-477c-a39a-eb25bf4558e0;RBR;SBRB;Presidente Medici Airport;Rio Branco;Brazil
9da4ae24-1874-417c-a274-cad9b5c6a9af;REC;SBRF;Guararapes Intl Airport;Recife;Brazil
d33859fa-7dd7-4fe2-8807-8eee139d4934;SDU;SBRJ;Santos Dumont Regional Airport;Rio de Janeiro;Brazil
2da6b43d-efda-4442-ab8c-908923176ee9;SJP;SBSR;Sao Jose do Rio Preto Airport;Sao Jose do Rio Preto;Brazil
0aa6b548-2213-4212-b495-68da7e49fead;SLZ;SBSL;Marechal Cunha Machado Intl Airport;Sao Luis;Brazil
3be23ae3-d980-429e-8104-860ec82cda1d;SSA;SBSV;Deputado Luis Eduardo Magalhaes Intl Airport;Salvador;Brazil
